name,company,city,transaction_total
Justin Mitchell,Lawrence; Trevino and Williams,Tiffanyport,$881.87
Craig Gillespie,Martinez-Smith,Brianberg,$1297.33
Brittany Roberts,Fisher-Chavez,Andersonmouth,$163.78
Jessica Howard,Mcdonald; Harrington and Brown,Pittmanshire,$256.20
Julia Hinton,Allen-Kaiser,Summersberg,$288.20
Reginald Jones,Davis; Morris and Ochoa,West Thomasview,$545.66
Brandy Mccarthy,Chapman Inc,North Maxwellmouth,$797.04
Michael Moses,Smith; Jackson and Lee,West Erinport,$1300.26
Victoria Martinez,Rhodes-Foley,West Lindafurt,$823.51
Sara Fields,Massey-Espinoza,North Ashley,$570.31
Sandra Roberts,Ritter; Barrera and Gonzalez,Port Stevenfurt,$92.44
Dr. Heather Wang MD,Herman Inc,West Abigailburgh,$766.41
Sarah Bell,Thomas-Hall,Coxfurt,$166.22
Nicole Tucker,Hopkins Ltd,West Kristinshire,$562.28
Daniel Miller,Jones; Brennan and Miller,South Frankfort,$558.15
Erin Clark,Huynh Ltd,East Laura,$23.09
David Young,Munoz-Lee,Wilsonchester,$63.73
David Rose,Hall and Sons,Gonzalezfurt,$1285.81
Sheena Meyers,Campbell LLC,Stephenfurt,$1501.54
Matthew Bernard,Brown-Lewis,Johnsontown,$407.74
Matthew Armstrong,Miller Ltd,Lake Holly,$183.65
Julie Mendez,Hodges LLC,Butlerhaven,$475.16
Jordan Fisher,Wilson LLC,Teresaton,$1177.16
Monica Reed,Griffith Inc,Lake Lauren,$289.85
Cynthia Clark,Jones LLC,Lindseyton,$9505.51
Micheal Mcdaniel,Wright Group,New Stacieland,$607.22
Carolyn Moran,Becker and Sons,Lake Julie,$396.53
Kevin Bryant,Mcbride; Rose and Clark,Zacharyport,$532.36
Dean Bennett,Hull-Harris,West Edward,$2123.08
Brian Cruz,Kelley-Lopez,South Jenniferborough,$8192.81
Ryan Morgan,Dickerson Ltd,Lake Lindaview,$669.54
Robert Jones,Sutton; Abbott and Ray,Port Lori,$5270576.81
Dr. Sean Wagner,Johnson; Harmon and Savage,Duncanside,$1521.44
Stephen Shah,Kline; Bauer and Miles,Port Brian,$119.94
Amanda Gutierrez,Clark-Williams,South Deborahshire,$883.42
Joseph Collins,Carlson Ltd,Stephaniemouth,$996.49
Scott Reyes,Lozano; Anderson and Harrington,South Lisa,$856.93
David Butler,Smith-Watson,North Barbara,$2838.76
Catherine King,Roberts Inc,Castrofurt,$1268.14
Lori Brewer,Williams; Williams and Hill,Charlesmouth,$1626.13
Laura Taylor,Davis-Smith,Port Jessicaton,$1200.60
Bruce Adams,Nash; Kim and Murphy,Elizabethland,$439.48
Sarah Snyder,Gray PLC,Russellport,$223.35
Kerry Gonzales,Curry Group,New Laura,$356.37
Shelby Mccall,Orr PLC,Lisamouth,$518.27
Judy Price,Orozco-Arnold,Port Brian,$7197.98
Jason Moss,Lloyd and Sons,West Michealburgh,$847.05
Selena Moreno,Phillips-Burke,Danielleton,$1096.38
Stephanie Miller,Rosario and Sons,Richardsburgh,$929.75
Virginia Black,Alexander-Hernandez,Rachelbury,$807.84
Jennifer Bell,Coleman; White and Delacruz,East Thomasstad,$1173.89
Erin Phillips,Jennings-Stewart,East Tinamouth,$88.77
Emily Medina,Hernandez-Stone,East Brittanymouth,$614.40
Joseph West,Johnson PLC,Darlenehaven,$1409.73
Tara Duffy,Fox; Clark and Doyle,Woodhaven,$1362.08
Brianna Benjamin,Campbell LLC,Brownville,$192.08
Daisy White,Bell PLC,Lake Emilyborough,$1495.83
Sylvia Hall,Myers-Parker,Melissaview,$573.56
Jessica Gutierrez,Gibson-Harris,Veronicaport,$1216.95
Maria Davis,Bridges-Maldonado,Eileenmouth,$1349.53
Chris Lewis,Hensley-Turner,West Danielview,$611.53
Shawn Townsend,Nelson Ltd,Robertbury,$1368.19
David Shannon,White LLC,North Diana,$2309.15
Teresa Murphy,Marsh; Wilson and Myers,New Hunterstad,$572.66
Scott Buckley,Santiago LLC,North Brent,$370.83
Nicholas Becker,Roberts-Parker,Smithport,$930.50
Tristan Stevens,Oliver Inc,North Amber,$830.62
Megan Taylor,Harris Inc,Andersonview,$1398.62
Kevin Little,Marshall-Park,North Johnchester,$385.14
Terri Miller,Smith; Fields and Allen,Ryantown,$2273.27
Danielle Bush,Murray Ltd,West Nicoleberg,$299.31
Alyssa Rhodes,Berger Ltd,Kellyton,$797.35
Jeffrey Smith,Elliott Group,Shahton,$1561738.70
Austin Medina,Diaz-Brown,Ashleyville,$234.16
Gerald Cruz,Owens PLC,South Robertton,$8008.19
Sara Rodriguez,Buchanan; Lee and Silva,Port Jasonbury,$290.46
Kelly Hart,Rowe and Sons,Darrelltown,$535.49
Jeremy Pratt,Smith-Wallace,Lake Kimfurt,$147.50
Gregory Flores,Prince Group,North Karenville,$791.15
Michael Thomas,Sullivan-Thomas,Port Brenda,$2986.58
Julia Meyer,Mclean Inc,Hicksville,$256.26
Laura Grant,Thomas and Sons,New Markview,$23.60
Mr. Ernest Peterson,Charles; Young and George,East Melanieside,$279.61
Rachel Cruz,Bush; Stein and Perry,Jesseberg,$450.28
Renee Love,Summers-Wilson,South Christopher,$1105.65
Melissa Bates,Weber; Day and Webster,East Amberfurt,$1952.83
Wendy Olsen,Anderson and Sons,West Randybury,$1643.40
Gary Palmer,Allen LLC,North Catherine,$1615.67
Adam Foley,James; Wilson and Ray,Meganbury,$223.58
Angela Walker,Campbell and Sons,Ellisstad,$977.24
Peter Warren,Anderson PLC,West Sarah,$2920.32
Shaun Robinson,Smith; Castillo and Miller,South Tinaborough,$145.95
Erika Snow,Rodriguez Ltd,Port Kevin,$1134.63
Angela Lewis,Dean; Colon and Brown,New Anthonyland,$720.91
Kathy Brown,Anderson; Farmer and Thompson,Morrisville,$527.99
Patricia Goodwin,Gallagher-Haney,Hudsonchester,$37.35
Nicholas Doyle,Obrien; Thomas and Hayes,Melaniebury,$6.27
Christopher Rogers,Bright Inc,Murillomouth,$267.87
Ann Vasquez,Smith; Martinez and Velasquez,Lindaton,$564.36
Jesse Reynolds,Pham; Nguyen and Newton,West Charles,$409.72
Stacy Day,Rodriguez Ltd,Mooreside,$240.74
Sierra Garrett,Clark Ltd,Robertchester,$2699.96
Emily Cortez,Kim; Lee and Hogan,Port Joseph,$10.86
Teresa Porter,Moore-Harris,North James,$331.64
Donald Fox,Curry; Avila and Vasquez,Lake David,$2603.90
Megan Buckley,Campos-Caldwell,Jacksonchester,$976.61
Jeremy Adams,Williams and Sons,Castroton,$2483.60
Kayla Montes,Jackson Group,Lake Katiefort,$297.55
Debra Mcdonald,Patrick-Miller,Bowenville,$326.89
Kyle Mills,Cruz; Diaz and Fields,Walshfort,$6852.15
Joseph Shah,Campbell; Fields and Russell,Williamtown,$626.11
Henry Bell,Jenkins-Stone,Valerieland,$825.29
Kelly Ford,Campbell LLC,North Shirleymouth,$460.41
Devin Jimenez,Brown-Castillo,Davidport,$720.87
Eric Jordan,Smith; Reed and Chapman,Riosfurt,$250.18
Miguel Preston,Palmer; Jones and Robinson,Port Allison,$87749.87
Kristine Wallace,Romero-Melendez,North Ashley,$708.53
Shannon Cardenas,Ellis LLC,Joshuachester,$1958.72
Dana Clarke DDS,Johnson-Collier,Lauratown,$675.43
Christopher Lopez,Bernard; Murphy and West,Philipside,$891.12
Steve Wright,Martin PLC,Riddlestad,$377.27
Justin Aguilar,Cervantes Group,Dicksonmouth,$74.17
Joshua Bryant,Lane Ltd,Dominguezburgh,$820.50
Timothy Curry,Lyons; Patterson and Higgins,Port Jonathonstad,$1084.95
Danielle Jenkins,Moreno-Mcgee,South Colinton,$304.31
Zachary Washington,Mcfarland-Norris,Gregoryton,$497.07
Veronica Yang,Paul; Wood and Harris,Port Christopher,$2541.61
William Taylor,Cole PLC,East Philip,$1063.56
Jeremiah Miller,Allen; Smith and Martinez,Herrerafurt,$916.01
Tanner Jones,Murray; Mason and Gomez,Figueroaside,$469.98
Jennifer Hayes,Graham-Cole,Nixonfurt,$1937.07
Lee Fowler,Holland-Morgan,Davidshire,$1178.22
Taylor Gonzalez,Baldwin; Williams and Wallace,West Johnfort,$1191.20
Gabriela Hammond,Perez LLC,New Kristen,$965.81
Kari Curry,Lopez-Walters,Dicksonberg,$36845.71
Melissa Martinez,Chang Inc,Lake Kimberlyfurt,$256.44
Tara Benson,Moyer; Collier and Santos,Jenniferton,$174.06
Jared Garcia,Shepard LLC,Breannastad,$501.93
Rachel Crawford,Sweeney LLC,North Angela,$1171.42
Robert Mccoy,Berry LLC,Lake Kimberlybury,$604.41
Faith Mccoy,Wagner-Jones,Victoriahaven,$293.25
Jamie Stewart,Lee Group,West Kaitlynbury,$9581.00
Linda Wade,Perez Group,Carlborough,$2024.60
David Winters,Williams-Cowan,Lake Curtisville,$596.72
Ryan Cook,Cowan Group,Port Michael,$1171.82
Timothy Taylor,Davis; Evans and Sheppard,East Michelle,$585.99
Kelly Martin,Harvey-Cooper,Mercerport,$523.48
Martha Brown,Trevino-Hunter,Morrisonberg,$70478.26
Lisa Burgess,Black-Holmes,North Todd,$551.27
Andrew Lee,Nguyen-Smith,West Scott,$144.44
Michael Hester,Prince LLC,New Stephenchester,$1349.76
Jessica Smith,Hunt; Wade and Valdez,Lake Charles,$321.32
Anthony Barker,Mendez Inc,South Laura,$246.96
Kyle Mathis,Francis and Sons,South Matthewburgh,$18.13
Elizabeth Chaney,Franklin LLC,North Laurie,$1316.00
Andrew Williams,Ford-Rodriguez,Josephmouth,$1027.93
Shane Martin,Coleman Inc,South Ryan,$6556.69
Sarah Stanton,Bush; King and Oliver,South Wanda,$62.86
Thomas Becker,Blake; Wood and Lawrence,Julieburgh,$7914.01
Amanda Scott,Perez Group,New Jose,$205.80
Noah Fuentes,Fuentes; Mitchell and Le,East Zachary,$423.54
Mary Brown,Smith; Mitchell and Ramsey,Port Amanda,$289.35
Samuel David,Brooks-Tran,West Davidport,$303.25
Sara Gutierrez,Harding; Stafford and Hatfield,Elliotttown,$1768.38
Vickie Hamilton,Compton; Velasquez and Gomez,North Barbara,$1121.32
Bruce Goodwin,Burnett; Sanchez and Cole,Seanburgh,$2037.97
Lisa Miller,Baker Group,Lake Ashleyview,$7800.34
Karen Orozco,Calderon Group,West Alexmouth,$952.93
Vincent Howell,Hudson-Jones,New Brookeville,$306.89
Michelle Jackson,Manning Ltd,Jennifermouth,$691.37
Ricky Allen,Simmons-Jones,Kellyberg,$290.94
Richard Reed,Johnson-Raymond,Lake Robert,$160.61
Mary Brown,Davis-Owens,Sandrashire,$543.42
Benjamin Spears,Cardenas PLC,Maynardborough,$449.89
Melissa Hale,Stewart-Potter,Port Jamie,$2949.13
Brenda Lee,Johnson-Marks,East Nicolechester,$1047.75
Patrick Hughes,Hendrix-Perez,West Darrellton,$688.26
Joseph Nichols,Ortiz; Obrien and Gallagher,Richardport,$613.17
Matthew Clark,Powers PLC,West Katherinehaven,$688.37
Alvin Davis,Velez-Barnett,Charlesborough,$697.92
Kelly Nelson,Gross-Gallegos,Dunnstad,$528.83
Erica Lucas,Beltran-Brown,Lake Glenda,$809.72
Ashley Clarke,Smith Inc,New Jasonport,$851.48
Matthew Richard,Fleming; Callahan and Harris,Pattonburgh,$1067.92
Emily Martin,Rose Group,Lake Aliciaburgh,$301.04
Emma Garcia,Edwards PLC,West Karen,$997.51
Brandon Webb,Acosta PLC,Port Davidton,$136.15
Brandon Thornton,Brown Ltd,Jesseburgh,$958.98
Susan Livingston,Jones-Baker,Jonathanton,$624.46
Monica Norris,Mason-Adkins,South Juliafort,$882.39
Kevin Wilson,Stevens; Potts and Dixon,Ashleychester,$516.75
Matthew Harmon,Mendoza Ltd,Juliabury,$937.91
Lisa Valencia,Hill PLC,West Brandon,$478.84
Eric Myers,Knox; Vargas and Alexander,Masonport,$182.11
Heather Atkins,Davila-Banks,Tonyamouth,$2341.61
Kevin Morgan,Payne PLC,Karenfort,$21641.91
Anthony Webb,Petersen Group,Lake Devonhaven,$9421.96
Joseph Livingston,Cook-Ellis,Nathanville,$597.21
Matthew Hill,Rodriguez-Lewis,Port Annette,$243.80
Michael Schroeder,Jenkins PLC,Kellifort,$1460.18
Mary Rose,Williams-Beasley,Kristiechester,$943.29
Melissa Fowler,Wade LLC,Michealmouth,$961.95
Lee Barton,Allen LLC,West Kendra,$1371.61
Lisa Zamora,Gill Ltd,East Paigeshire,$35.26
Taylor Davenport,Wade; Gutierrez and Ramirez,East Brandonbury,$17.46
Vanessa Lewis,Evans; Mccoy and Long,Masonland,$1166.10
Loretta Koch,Craig-Soto,Lake Monica,$93.98
William Ortega,Wilson and Sons,Christopherbury,$647.56
Shannon Miller,Wilson; Tucker and Johnson,Stoutport,$708.10
Joel Bass,Robinson; Parks and Hobbs,East Brad,$376.51
Timothy Harvey,Lopez PLC,New Davidside,$2010.46
Christopher Andersen,Bradley Inc,New Melissa,$804.70
Mary Hall,Rose; Wilson and Thompson,Robertmouth,$445.53
James Robinson,Barrett Ltd,Natashaland,$1397.93
Ryan Kim,Anderson-Wilson,Jamieborough,$579.68
Daniel Knight,Hall-Griffin,East Terrenceborough,$3386.98
Nathan Smith,Lopez Ltd,Ramirezville,$1843.92
Kevin Smith Jr.,Chang; Anderson and Arnold,South Tasha,$58664.21
Dawn Stafford,Watson; Greene and Williams,North Rebeccaview,$554.84
Debra Brown,Hill-Lee,East Latoya,$897.93
Kelly Farrell,Haney; Hamilton and Smith,South Charlesport,$2089.45
Douglas Benson,Bailey; Andrews and Ward,West Brianna,$576.14
Kimberly Wolfe,Wilson; Daugherty and Carter,Port Hollyborough,$2106.96
Jacob Schneider,Hall Inc,Dominguezview,$84745.30
Yolanda Dickerson,Evans-Garcia,Loweland,$1691.27
Scott Davis,Sanchez; Cunningham and Molina,Nicholasport,$18.00
Thomas Herrera,Fisher-Lee,Keithborough,$1492.94
Michael Velasquez,Ruiz and Sons,Silvamouth,$1198.70
Thomas Underwood,Carr; Cole and Montgomery,East Jillhaven,$905.05
Anthony Garcia DDS,Berry; Moore and Harris,Susanfort,$1908.41
Sheila Silva,Robles Ltd,Port David,$617.69
Keith Beck,Burton; Wells and Yu,East Mackenzieport,$126.32
Frederick Anthony,Barber-Yang,Karenside,$599.50
Brian Allen,West-Ramos,Port George,$41.36
Mr. Robert Baker,Jones LLC,East Leonardton,$821.58
Ann Lambert,King-Olson,Morsestad,$573.67
Sean Sharp,Haynes-King,North Adam,$37736.62
Patricia Smith,Brown PLC,North Andrew,$1408.02
Spencer Farrell,Fisher-Ortiz,Whitakerbury,$858.67
Kelly Nelson,Brown; Miller and Davis,Youngmouth,$513.84
Shane Hopkins,Wood; Kelly and Miller,West Nicholas,$576.27
Brianna Moore,Ramirez-Foster,Port Cory,$905.73
Helen Santos,Hudson-Taylor,East Robertton,$2617241.46
Stephanie Hill,Parker LLC,Lake Brucestad,$537.57
Jose Jackson,Lawrence; Higgins and Martin,Howardfort,$2756.32
Cynthia Johnson,Adams Group,Jasonberg,$9973.91
Shawn Anderson,Mcgee-Clark,Markton,$1982.37
Darlene Obrien,Baxter-Edwards,South Kennethchester,$961.85
Erin Murray,Keller Group,Kimberg,$979.30
Jacqueline Davis,Miller; Green and Cochran,Goodwinland,$2352.95
Erin Richardson,Love and Sons,East Jacquelineburgh,$935.91
Sarah Watkins,Davis; Graham and Robinson,Edwardchester,$453.60
Andrew White,White; Brown and Arias,Paynebury,$7033.20
Elizabeth Andersen,Henry-Wilson,North Cynthiatown,$1205.93
Breanna Burns,Price Ltd,Portertown,$276.80
Angela Espinoza,Clark-Harris,Palmerland,$502.28
Nathaniel Gamble,Montgomery-Castaneda,East Robert,$345.27
Catherine Johnson,Allison; Smith and Scott,Port Matthew,$87.72
Michelle Gomez,Cruz; Cain and Guerrero,Williamfort,$792.51
Stephen Dorsey,Mathews and Sons,East Timothyburgh,$817.17
Gabrielle Perkins,Robinson; Price and Burnett,Jenniferview,$965.53
William Wilkerson,Chung; Velasquez and Lin,Phelpsbury,$163.27
William Gross,Cohen Group,Barbaraside,$11.23
Brian Allen,Taylor-Banks,New Timothyfurt,$516.09
Melissa Smith,Alvarez; Valencia and Henry,Grantville,$2289.81
Chad Perez,Henson-Luna,West Juan,$2844.15
Sharon Johnson,Rios-Adams,New Amandashire,$292.07
James Smith,Cunningham-Johnson,Edwardville,$8.36
Kevin Costa,Mann Inc,East Christyport,$1471.90
Isabella Roman,Rodriguez-Miller,Brittanyburgh,$868.50
Michele Fritz,Jones-Smith,Wilsonberg,$67124.02
Jeremiah Greer,Gordon LLC,West Dominictown,$196.98
Jay Pearson,Griffin-Garcia,Port Roseland,$711.88
Paige Ortiz,Nelson-Espinoza,North Pamelaport,$34.36
Phillip Turner,Leblanc; Martinez and Hill,New Justin,$261.98
Terry Smith,Wolfe-Allen,New Robert,$307.35
Donna Wong,Mason; Alexander and Lee,Port Thomasland,$74.16
Keith Torres,Hayes-Wells,Greenstad,$1144.57
Melanie Lopez,Noble Group,Lake Peggy,$328.84
Russell Hoffman,Elliott; Beard and Garcia,Austinside,$919.20
Jeffrey Wilkerson,Best-West,Lake Andrea,$827.16
Kristen Hinton,Gutierrez PLC,East Sean,$768.67
Kellie Thomas,Johnson; Garcia and Jones,Patricialand,$455.55
Dawn Campbell,Lowe-Wallace,Markville,$970.42
Elizabeth Wiggins,Pittman; Peterson and Smith,West Justinport,$1378.37
Matthew Lopez,Frank Ltd,Port Dean,$1272.50
Edward Gibson,Conrad; Davis and Williams,West Rebekahmouth,$700.99
John Williams PhD,Nguyen-Martinez,Hestershire,$17770.84
Steven Parker,Decker Group,East Joshualand,$6675063.61
Priscilla Morgan,Garrett and Sons,Bradleyside,$606.15
David Palmer,Duke and Sons,West Raymond,$1204.11
Michael Burnett,Schwartz LLC,Smithland,$1550.23
Melanie Ross,Bowman Inc,South Matthewmouth,$688.34
James Ferguson,Johnson; Newton and Parker,Donnaland,$919.39
Melanie Patterson,Small-Ali,North Ronald,$1503.41
Nancy Ryan,Martinez LLC,Mooremouth,$1399.71
Robert Brown,Underwood Ltd,Jamesville,$5508.91
Bryan Simmons,Powell LLC,South Melissaburgh,$689.96
Stephanie Everett,Fisher-Mueller,East Staceymouth,$1179.15
Karen Walker,Grant-Riley,Port Jamesview,$372.22
Vanessa Ball,Weeks-Garcia,East Christine,$369.87
Lisa Weber,Moore; Melendez and Evans,West Victor,$382.43
Donna Brown,Jones-Mclean,New Jacqueline,$599.89
Andrew Singh,Ward; Richardson and Stewart,Allenside,$85.02
Robert Roberts,Smith Ltd,Kaitlinberg,$1425.86
Shawn Hunter,Murphy-Farrell,North Louis,$598.57
David Rios,Flores; Brooks and Richards,Norrisshire,$982.56
James Howard,Schwartz; Day and Leonard,Cynthiaside,$1156.17
Brenda Anderson,Foster LLC,New Brandon,$944.64
Steven Rosales,Hayes; Myers and Bond,North Kristenfurt,$851.79
Raymond Young,Choi; Garcia and Rodriguez,Millermouth,$9368.32
Brian Dawson,Lawson-Vargas,Jessicafort,$444.93
Amber Flores,Casey; Graham and Rowe,Mckenzieborough,$108.14
Amanda Smith,Hines; Davis and Hopkins,East Moniquebury,$806.87
Joseph Bowman,Le; Williams and Salazar,New Sharon,$212.46
Laurie Hampton,Harris; Robertson and Howe,West Ericafort,$1283.88
Deborah Hernandez,Steele-Stevens,Lynchville,$187.92
Oscar Patel,Smith; Bryant and Schwartz,Wintersmouth,$2457.15
Stephanie Wilkinson,Ray Inc,East Danielbury,$554.65
Ian Kelley,Cline-Johnson,Kimstad,$243.52
Amanda Mclaughlin,Harrison; Chavez and Webster,South Edwardville,$124.35
Deborah Miles,Jackson Ltd,Johnton,$559.28
James Berry,Baldwin-Vang,Lake Rebecca,$1884.91
Brent Smith,Wright-Watson,East Stephanie,$14689.90
Katherine Wyatt,Brady; Salazar and Johnson,North Christine,$982.91
Michelle Webb,Decker-Gray,West Tyler,$806.93
Mary Williams,Freeman; Warner and Thompson,Keithborough,$544.02
Jordan Curtis,Berg-Campos,West Oscar,$984.28
Anthony Perez,Marshall LLC,Goodbury,$838.60
Ashley Perry,Taylor PLC,Lake Dean,$7953.07
Gabriel Harvey,Romero-Baird,Perezchester,$561.57
Daniel Johnston,Ochoa LLC,Wellsberg,$355.46
Erika Massey,Eaton-Perez,Lake Kevin,$291.27
Cindy Hall,Sutton LLC,Shahport,$532.95
Diane Benson,Bradford; Rubio and Mcclain,East Kayla,$905.58
Debra Curtis,Lucas; Lindsey and Jones,Hillport,$176.49
Becky Roman,Hayes Ltd,New Chase,$6857261.88
Kevin Livingston,Davis LLC,Port Davidchester,$1821.49
Nicole Guerra,Dillon; Smith and Weiss,Smithberg,$722.75
Timothy Campbell,Anderson; Roberts and Williams,Andrewchester,$1907.47
Bobby Drake,Dixon; Callahan and Mendoza,Johnsonchester,$167.54
Donna Mendoza,Perez; Rush and Edwards,East Rachel,$781.39
Paul Olson,May-Austin,Bakerhaven,$543.84
Kerri Bell,Welch and Sons,Jessicaport,$2316.76
Emily Grant,Rodriguez-Kelley,Atkinsonborough,$431.43
Charles Buchanan,Gutierrez; Garcia and Vargas,West Jose,$349.87
Meagan Ward,Anderson-Phillips,Deanberg,$1169.23
Lucas Adams,Lin Inc,Martinezbury,$139.01
Glenn Beasley,Martin-Harris,Kevinshire,$816.62
Leah Schmidt,Thomas-Smith,South Ashley,$788.20
Alexis Mcclure,Graves; Becker and Washington,Lake Matthew,$1741.44
Luke Melendez,Smith; Brown and Lopez,Port Garyland,$217.47
Stephen Browning,Strickland-Gonzalez,Sparkston,$604.13
Deborah Hernandez,Garcia; Collins and Gonzalez,West Amanda,$980.29
Joanna Luna,Garrett LLC,Diamondbury,$9832.98
Sarah Robinson,Evans-Miller,Jasonfort,$1173.13
Morgan Alvarez,Bass-Meyer,Leeshire,$394.74
Monique Hall,Riddle and Sons,Wendyhaven,$320.85
Sharon Smith,Gonzalez-Henry,West William,$294.79
Gabriel David,Foster Group,Lake Seanshire,$1199.75
Wesley Mitchell,Wright LLC,West Kenneth,$2945.59
Kristin Juarez,Torres; Grant and Blanchard,Mathewbury,$442.32
Anna Andrews,Gonzales; Stone and Casey,North Paul,$9.64
Suzanne Weeks,Cole; Eaton and Stevens,Suestad,$355.91
Darius Joseph,Evans-Brown,West Heidiland,$2504.05
Alejandra Rivera,Terry-Hart,New Patricia,$5520104.33
Richard Powell,Brown-Rodriguez,Cheyennehaven,$98715.79
Karen Johnson,Jimenez Ltd,East Williamshire,$53.89
Rebecca Williams,Greer Ltd,Port Jeremy,$402.96
Dr. Johnny Edwards,Villanueva and Sons,Samanthaport,$1019.80
Melanie Yang,Knight Ltd,Leefurt,$420.69
Robert Bonilla,Cox; Howard and Roberson,Robertston,$560.59
Ashley Brown,Wallace PLC,Barbarastad,$2231.08
Connor Kline,Stevens; Page and Page,Kevintown,$11.96
Karen Singleton,Moore LLC,Larrystad,$676.57
Michael Andrews,Smith Group,East Scottberg,$4184.93
James Estrada,Watts-Walker,East Maria,$45.68
Tina Flores,Charles; Griffin and Santiago,North Danielleberg,$848.73
John Nunez,Thompson; Hart and Clayton,Seanland,$330.23
Brandon Carpenter,Wheeler-Smith,South Melvin,$568.03
Terry Stevens,Johnson Inc,Yvettefurt,$1243.61
Mary Mcintyre,Anderson Ltd,South Melissaland,$833.15
Kristen Wood,Coleman; Ellis and Anderson,Williamston,$2687.09
Stephanie Greene,Mcclure-Atkinson,Halltown,$370.92
Kenneth Lopez,Ross-Davis,Hernandezberg,$1719.41
Dana Wise,Stone-Atkinson,North Alyssa,$1902.39
Laura Clark,Castillo; Coleman and Wang,Orozcomouth,$886.31
Crystal Terry,Vaughan PLC,West Zacharyburgh,$37679.83
Brandon Dickerson,Ramirez-Evans,Pageborough,$938.69
Jason Campbell,Hernandez Group,Damonfurt,$179.23
Victor Bishop,Hughes; Thompson and Morris,West Yvonne,$1397.70
Karen Clark,Mitchell; Quinn and Murray,Courtneyhaven,$649.66
Benjamin Berg,Hunt Ltd,West Daniel,$1138.63
Leah Nelson,Johnson-Olsen,Crystalborough,$46.20
Kendra Kelley,Christensen LLC,Lewisburgh,$339.46
Christopher Orozco,Khan; Fleming and Lozano,Blankenshipmouth,$3258.30
Mary Bennett,Collins; Weaver and Long,North Stephanie,$739.05
Dawn Flores,Fuller-Brown,Hunterburgh,$916.30
Peter Garza,Shields; Meza and Foster,Port Steven,$1741.54
Todd Bray,Walker; Bradshaw and Simpson,Lake Kimberly,$39.38
Kristin Romero,Ward and Sons,Justinstad,$1048.34
Joseph Dean,Harvey-Miller,Lake Scott,$246.18
Jennifer Garrett,Walton; Saunders and Mcgrath,East Melanieberg,$417.69
Andrea Myers,Martinez LLC,South Jenniferchester,$904.99
Katherine Hill,Gutierrez-Gutierrez,Georgemouth,$5056.97
Faith Hayes,Moore; Watts and Vasquez,South Luis,$214.40
Vincent Thompson,Kirby and Sons,Brianville,$82.70
Sarah Smith,Nguyen Inc,Jameschester,$848.19
Christopher Baker,Martinez Ltd,West Carla,$1595.39
Leah Navarro,Poole-Smith,Lake Penny,$377.17
Pamela Burns,Fuentes LLC,New Pennymouth,$585.10
Carlos Washington,Lara PLC,Steinhaven,$335.92
Donald Peterson,Williams Ltd,East Krista,$250.91
Keith Robinson,Turner-Garcia,South Jeanette,$827.97
Edward Mccoy,Davis and Sons,Codyborough,$1173.99
David Hanna,Sanchez; Mcintosh and Thompson,Stephanieborough,$182.66
William Porter,Jones-Velasquez,Ramoston,$938.86
Brenda Hill,Ball; Phillips and Torres,Jamesfort,$821.22
Brian Jackson,Vasquez-Jacobs,South Dawnborough,$682.36
Amanda Yang,Collins and Sons,West Michelleport,$648.83
Kimberly Olson MD,Smith Inc,Hollyton,$18.80
Maureen Floyd,Peters-Jones,Port Erinport,$107.23
Michael Jackson,Fuller; Myers and Miller,Scottland,$920.63
Nicholas Carter,Henry-Clark,Foxville,$1489.75
Alison Foster,Brady LLC,Jaymouth,$1853.24
Dr. Tom Kelly,Lewis; Munoz and Turner,South Lawrencechester,$926.61
Jennifer Gonzalez,Stevens; Allison and Ortiz,Samuelborough,$116.75
Stacey Reese,Woods-Stewart,Martintown,$67.45
Crystal Lynch,Buckley-Mathews,Maloneton,$1251.49
David Young,Mcclure; Colon and Shepard,Makaylahaven,$796.05
Phillip Spencer,Jones; Warner and Simpson,Port Paige,$551.19
Linda Mullen,Dickerson Inc,North Saraborough,$353.58
Nichole Larson,Clark and Sons,Robinsonside,$1345.47
Richard Ross,Webb; Mcbride and Orr,Lake Sheliahaven,$4617.83
Eric Palmer,Gonzalez-Melton,Johnhaven,$479.78
Adam Christensen,Williams Group,South Michelleland,$146.77
Margaret Campbell,Alexander-Johnson,Erikaburgh,$1333.59
Shannon Hodges,Chapman; Schmidt and Gallagher,Phillipsland,$843.71
Karen Wright,Brown Group,Sonyastad,$977.18
Brittany Roach,Sanchez-Howard,Velezburgh,$773.59
Pamela Duncan,Walsh PLC,North Michaelland,$36.48
Sheri Campbell,Martinez Ltd,Campbelltown,$445.41
Anna Kelley,Carney-Williams,Tylertown,$727.02
Stephen Evans,Brennan; Carlson and Taylor,North Jacob,$78.78
Tara Sanders,Bowen; Christensen and Holland,Mccartyfurt,$882.18
Travis Walters,Noble-Soto,Johnstonchester,$4.50
Chelsea Owens,Romero Group,East Patty,$1735.68
Angelica Stevens,Young-Ramos,Edwardsfurt,$413.87
Caleb Reynolds,Kent PLC,Garciamouth,$1071.90
Douglas Fowler,Cooke-Bond,Thompsonchester,$95.77
Douglas Powell,Drake; Hughes and Townsend,Dianaburgh,$1277.62
Danielle Simpson,Zuniga; Torres and Davis,Smithfort,$533.56
Willie Martinez,Murillo Ltd,Aliciahaven,$41.74
Sean Williamson,Rice-Martin,Lake Brenda,$1150.19
Shannon Walker,Simpson-Butler,South Brentchester,$935.55
