name,company,city,transaction_total
Frank Saunders,Stokes PLC,Hurleyborough,$7419.67
Angela Mendez,Blanchard; Murphy and Martin,Lake Davidfort,$912.07
David Ward,Delacruz-Mendoza,Heidiberg,$661.21
Emily Carroll,Flowers-Jimenez,North Ashley,$64.74
Mark Bryant,Beck-Evans,New Ethanfurt,$2552.95
Rita Evans,Mills; Williams and Harvey,East Shane,$65.59
Abigail Watson,Patterson LLC,South Tannerstad,$914.26
Evan Stewart,Cruz; Brewer and Dunn,Johnview,$963.85
Deanna Brown,Robinson Ltd,Port Jenniferbury,$178.09
Kylie Lewis,Reeves-Mitchell,South Jenniferberg,$87.69
Miranda Gonzalez,Cohen; Hall and Rogers,Goodmanville,$139.67
Claudia Brown,Fisher; Berg and Reed,North Robertview,$7729.52
Mary Garcia,Buchanan; Hawkins and Wallace,Carolbury,$554.52
Jennifer Pearson,King; Allison and Thornton,Bethanyport,$8863.04
Eric Richards,Cook; Bradley and Norman,East Vickieshire,$595.39
Kevin Patterson,Williams; Wu and Stewart,Stevenport,$353.94
Tabitha Lopez,Hall PLC,Port Justinchester,$3593.68
Travis Miller,Burns; White and Nash,North Madison,$2872.63
Sheena Lang,Baker LLC,Vargasview,$920.28
Destiny Smith,Fuller; Jackson and Nunez,Jonesshire,$334.85
Amanda Raymond,Robinson; Edwards and Munoz,East Daniel,$578.03
Stacey Gray,Rogers-Farrell,Hallbury,$910.25
Courtney Diaz,Johnson-Cook,Pughton,$154.24
Miranda Mcdonald,Brown; Flowers and Martin,Lambertshire,$1466.82
Nancy White,Hutchinson; Williams and Macdonald,West Feliciafort,$86.23
Melinda Davidson,Torres PLC,Walkerstad,$1494.12
Kimberly Anderson,Mcintyre; Elliott and Hatfield,East Shaun,$460.20
Maria Woodward,Schultz Ltd,Garciaview,$1042.21
Heather Morgan,Parker Inc,Robbinsport,$2513.97
Tanner Taylor,Finley; Lambert and Perez,Kimview,$1774.46
David Horton,Smith-Mcgee,South Jeffrey,$1848.06
Kevin Hanson DVM,Jenkins; Hernandez and Bruce,Johnsonshire,$56611.22
Veronica Bates,Casey; Jones and Mcdaniel,Port Emily,$1113.31
Mark Guzman,Andrews Ltd,North Cassandra,$274.24
Vanessa Mccall,Mann-Murphy,Robinsonchester,$361.92
Sarah Carr,Williams-Bennett,Mcbrideview,$10.09
Diamond Smith,Lewis-Valdez,South Danielleton,$314.26
Travis Wright,Bradshaw; Frazier and Martinez,Nixonborough,$1264.30
Wayne Lowe,Bennett-Miller,South Williambury,$436.86
Tracy Perry,Gonzalez; Walker and Decker,Nathanhaven,$153.68
Jessica Kim,Hernandez PLC,Lake Thomaschester,$574.64
Ebony Beard,Thomas; Holden and Miller,East Tinaport,$475.05
Tasha Bates,Mitchell; Arnold and Clark,North Ginaville,$1269.04
James Wells,Madden; Boyd and Roman,Oneillburgh,$579.24
Brian Mahoney,Thornton; Peterson and Baker,South Tina,$282.80
Elizabeth Meyer,Clark; Padilla and Baker,Lake Danny,$807.52
Joshua Fletcher,Peterson Inc,Christopherfurt,$370.98
Melissa Garrett,Allen LLC,New Mary,$736.07
Jason Melendez,Perry; Lee and Johnson,West Jessicamouth,$506.25
Kimberly Perez DVM,Sweeney; Anderson and Thompson,East Tracy,$1838680.57
Roberto Harper,Roberts-Hart,Debrastad,$809.14
Rick Williams,Yang-Golden,New Autumn,$254.07
Alison Martin,Nelson-Porter,New Kara,$1490.80
Catherine Wolf,Allen; Estrada and Stewart,Antoniochester,$5950.72
Katherine Sloan,Ray; Brown and Benitez,Kellymouth,$705.52
Virginia Mullen,Roman; Castro and Camacho,Jeremyburgh,$1252.54
Miss Kimberly Johnson,Salinas-Smith,New Randallfurt,$2435.02
Stephanie Phillips,Cannon LLC,Mirandaside,$791.41
Diane Lopez,Freeman; Mcdonald and Schmidt,North Matthew,$631.80
Brian Evans,Brooks Ltd,West Jennifertown,$62.21
Savannah Bruce,Edwards Group,South Pamelachester,$317.47
Stephanie Austin,Valencia; Turner and Hood,East Shelly,$432.36
Brittany Luna,Walton Inc,Port Bethview,$1340.56
Rebecca Reid,Johnson-Armstrong,Sergioland,$5898144.20
Kenneth White,Freeman-Ramirez,Tammyborough,$1453.48
Michael Lee,Rubio PLC,Rebeccaburgh,$124.41
Ralph Jarvis,Shaw; Burton and Moore,Lake Tammy,$186.42
Douglas Jones,Rowland-Washington,Smithbury,$1322.04
Caroline Miles,Meyer; Montgomery and Fuller,West Justinland,$51.56
Meredith Hodges,Rodriguez; Harrell and Stephens,North Todd,$168.64
Jeffrey Brown,Sanchez-Torres,Marissafort,$0.42
Anthony Anthony,Santos Ltd,Stephenstad,$341.49
Andrea Long,Wood; Luna and Singh,Mccormickland,$18106.34
Melissa Pena,Pierce-Allen,East Elijah,$1945.63
Jeffrey Hughes,Carter-Mitchell,Thomasport,$793.87
Katherine Cook,Edwards-Friedman,Dawnfurt,$1044.21
Marcus Jackson,Cummings Inc,Andrewtown,$479.81
Gregory Miller,Robles-Stephenson,North Jessica,$343.99
Stephanie Bell,Walton Ltd,South Emmachester,$628.74
Jessica Glass,Farrell; Moreno and Nguyen,Johnfurt,$432.51
Karen Russell,Taylor and Sons,Baileytown,$1247.74
Gregory Diaz,Moore-Jones,West Kylemouth,$1476.49
Steven Lopez,Bennett-Guerrero,Foxberg,$1392.32
Belinda Ramos,Thompson; Jackson and Baker,Collinston,$872.35
Alexandria Alvarez,Sellers; Walton and Knox,East Amybury,$149.20
Jordan Acevedo,Bauer Group,Wilsonfort,$1606.45
Peter Glover,Hays-Sanders,South Jamie,$467.67
James Morgan,Johnson PLC,Kellyfort,$223.94
Wendy Ward,Leach LLC,Tammyburgh,$1720.14
Kelsey Pena,Arnold and Sons,South Faithport,$435.06
Michael Hays,Johnson-Price,Draketown,$8030.67
Amanda Sullivan,Flores-Price,Aaronchester,$19557.23
Stacy Fields,Cameron Group,Victoriabury,$802.89
Alexis Nelson,Newton-Sherman,Mcdowellchester,$522.04
Cynthia Murray,Khan; Hughes and Gonzales,Travisstad,$1193.59
Richard Carr,Aguilar-Ellison,Lake Natasha,$67377.99
Amy Woodard,Gomez; Higgins and Green,Port Johnberg,$543.18
Carolyn Vincent,Freeman-Cox,South Christy,$2499.29
Margaret Stephens,Becker-Harris,Tracyview,$547.78
Kenneth Jensen,Carney; Maynard and Sherman,North Steven,$7281.29
Carol Gonzalez,Gonzalez-Franklin,Sarahshire,$73875.86
Charles Crawford,Garcia; Berger and King,East Matthew,$992.84
Brandon Newman,Torres; Thomas and Davis,North Dana,$219.13
Courtney Palmer,Martin; Palmer and Sampson,Port Kerrimouth,$586.33
Sarah Smith,Little; Hampton and Peters,Martinfort,$1967.58
Kaylee Rivera,Morris Ltd,Lindseystad,$45485.12
Alexis Smith,Riddle; Carson and Lam,Port Sandramouth,$9732.73
Michael Carpenter,Curry PLC,Williamborough,$1697.46
Nancy Boyd,Santiago; Adams and Mays,North Linda,$250.14
Melissa Thompson DVM,Harmon; Alexander and Ford,Kingburgh,$697.18
Jennifer Browning,Jackson; Kemp and Castro,Floresland,$2976.08
Nathan Valdez,Ballard-Powell,Port Randychester,$5896.52
Megan Taylor,Johnson Ltd,East Dawn,$2635.91
Amanda Mckay,Fisher; Phillips and Lopez,North Valerie,$662.13
Karen Curtis,Wilson-Galloway,South Melissa,$2143.70
James Hanson,Jennings-Thomas,Port Ronaldfurt,$1995.43
Mary Stewart,Ponce; Henson and Benton,North Sarafort,$903.48
Matthew Howell,Barnes-Parker,Melissaland,$70.26
Paula Bean,Vance; Johnson and Freeman,Johnsonchester,$75.13
Kathryn Hernandez,Guerra Inc,Ralphshire,$99510.64
Mario Henry,Ingram; Hale and Edwards,Sharphaven,$702.15
Austin Petty,Morales; Phillips and Barajas,West Amychester,$1388.39
Dennis Hart,Whitehead-Davis,Huangmouth,$1305.39
Bruce Saunders,Nguyen; Strickland and Brooks,Lake Raymondtown,$7610014.18
Gregory Collins,Sandoval-Johnson,North Cassandrafurt,$1392.62
Adriana Walker,Morrison-Stephenson,North Eric,$761.69
Janice Park,May Group,Marshallland,$450.94
Chad Peterson,Bradford-Walters,Jenniferborough,$655.52
David Williams,Blanchard Inc,North Williamtown,$1751.91
Christina Smith,Munoz; Price and Soto,New Jennifer,$1417.96
Paul Palmer,Salazar Ltd,Katelynfort,$2458.69
Lindsay Young,Ramos-Simpson,West Jennabury,$2562.77
Jared Hill,Atkins PLC,East Rebeccafort,$588.55
David Brown,Hall; Farley and Mcdaniel,Weavershire,$2335.97
Claire Smith,Taylor Group,Shirleyfort,$1582.14
John Gaines DVM,Carrillo Group,Lake John,$746.54
Julia Nelson,Jones Inc,South Kathryn,$1200.67
Henry Ramirez,Anderson-Lucas,West Brittany,$1610.78
Kim Morales,Lee; Hansen and George,Goodmanburgh,$39629.87
Scott Gonzales,Reed; Hughes and House,Williamsbury,$1261.77
Bryan Parker,Smith-Young,New Michaelside,$440.24
Jeremy Brooks,Thomas; Robinson and Oconnell,Michaelmouth,$857.21
Laurie Willis,Phillips; Vance and Ramos,East Mary,$855.15
Nicholas Moore,Townsend; Bishop and Spence,Woodton,$339.52
Peter Ellison,Powell; Burnett and Sexton,North Randy,$1388.46
Victoria Richards,Gilbert-Cobb,Wallacemouth,$276.46
Jordan Perez,Hendricks-Wolf,Maryburgh,$162.23
Scott Smith,Adams Ltd,New Rebecca,$1028.28
Heather Ellis,Williams; Middleton and Avila,East Stephenburgh,$339.80
Brittany Jones,Smith-Smith,Diazchester,$630.43
Lisa Dominguez,Burns; Carr and Jackson,Lake Dennis,$18320.15
Tiffany Walker,Jimenez-Sparks,Port Davidberg,$538.27
Christine Franklin,Matthews; Newton and Adams,New Madison,$497.92
Joshua Briggs MD,Frank; Ramirez and Johnson,Mendozamouth,$1299.20
Laura Chapman,Peterson PLC,Doylebury,$1086.93
Lisa Ritter,King-Johnson,West Kristie,$0.37
Alan Cherry,Jones; Jones and Curry,North Rhonda,$482.32
Alyssa Mills,Mitchell; Williams and Reyes,West Alanberg,$551.33
Andrew Fields,Allen PLC,North Larryview,$1645.01
Julie Weaver,Williams Ltd,West Daniel,$1166.15
Andrea Mullins,Barton-Bailey,East Laura,$1859.01
Jessica Huber,Cole; Guzman and Harrison,Port Brandon,$1389.09
Hannah Li,Ramsey LLC,West Sonyafurt,$730.94
Vanessa Cohen,Koch Ltd,Josephbury,$718.43
Natalie Morrow,Richardson-Cruz,Elizabethhaven,$702.63
Brandon Acevedo,Parks; Horton and Evans,West Carrie,$156.54
Timothy Pena,Rodriguez-Fritz,Tiffanymouth,$1893.03
Sylvia Collier,Reed LLC,Port Jamesville,$930.61
Dwayne Sweeney,Perez; Miller and Moore,Lewismouth,$1141.46
Clifford Wilson,Elliott-Graham,North Courtneyberg,$885.33
Susan Andrews,Jones; Hayden and Chang,Kingbury,$792.47
Marc Johnson,Hill Inc,Fritzville,$1855.46
Christopher Mejia,Moore Inc,Perezchester,$82.52
Christopher Lopez,Evans; Rios and Henderson,Brianbury,$1926.49
Carrie Simmons,Serrano-Allen,Rodriguezview,$793.97
David Estrada,Johnson-Kramer,Josephport,$1808.56
Cathy Lucas,Molina; Gordon and Sanders,South Courtney,$130.37
Amber Smith,Graham-Foster,Port Angelamouth,$814.87
Julie Anderson,Hensley-Rios,Bonnieberg,$968.39
Dustin Jones,Lee LLC,Tanyaland,$2135.03
Michael Harris,Davis-Spears,New Kristin,$741.33
Robert Hall,Walker-Ware,East Cherylbury,$1346.71
Fernando Green,King; Grant and Reed,Toddmouth,$3379482.43
Robert Williams,Johnson-Robbins,Samanthabury,$2272.26
Brian Martin,Marshall PLC,West Drewchester,$854.51
Denise Nelson,Miller and Sons,Johnfort,$114.94
Christina White,Fuller-Walker,Cooktown,$618.74
Stephanie Mcknight,Miller-Nichols,West Richardburgh,$934.38
Beverly Herrera,Clark; Rowland and Bennett,South Eric,$299.20
Sarah Gardner,Hill Ltd,North Nicole,$1106.59
Natalie Moon,Erickson and Sons,Lake John,$167.10
Mrs. Jennifer Benson,Fuller; Shepard and Turner,North Tylerfort,$568.14
Jennifer Page,Cole; Elliott and Nelson,Hensleyfurt,$1311.56
Kelly Austin,Barrett-Silva,Marystad,$704.71
Catherine Potts,Caldwell and Sons,North Stefanie,$339.83
Julie Nelson,Chang PLC,South Jasonfort,$129.63
Alexandria Davis,Barnes Group,Ericborough,$14.12
Evelyn Clark,Schultz-Brooks,New Jason,$560.86
Nicholas Long,Romero Inc,Montesville,$595.12
Daniel Fowler,Jones-Martinez,South Keithchester,$977.59
Brian Miller,Kaufman; Gonzalez and Hopkins,New Michaelhaven,$1036.71
Stephen Bailey,Reed-Harris,Johnview,$872.77
Ashley Pace,Yoder-Williams,South Allenshire,$670.17
James Smith,Sweeney; Monroe and Baldwin,Port Shannonfurt,$515.94
Raymond Miller,Webster Inc,North Angelamouth,$776.91
Matthew Gilbert,Holmes; Young and Cooper,West David,$933.66
Tamara Gillespie,Kirk and Sons,Pattersonmouth,$470.89
Judy Martinez,Atkins LLC,West Lisabury,$4156.40
Kayla Anderson,Davis; Simmons and Stephens,New Jose,$1014.45
Stephen West,Johnston-Walters,Powellville,$1126.64
Joseph Reed,Wright-Blackburn,West Daniel,$497.48
Kenneth Walker,Kennedy Group,Hollyton,$277.11
Cesar Jackson,Morris; Hopkins and Payne,Port Paulmouth,$1409.85
Erin Wood,Walton-Harrison,North Rebeccaville,$394.12
Laura Moran,Davis; Ramirez and Fisher,Andreaview,$985.67
Krystal Brown,Mckenzie; Hicks and Nash,Samanthastad,$1705.07
George Adams Jr.,Herman Group,North Loganview,$92704.97
Rebecca Davis,Taylor-Parks,Johnport,$377.67
Joel Neal,Hodges LLC,Port Hannah,$977.51
Erin Fernandez,Serrano; Reed and Turner,East Lindahaven,$539.10
Gregory Hunt,Riggs-Walsh,Cesarfort,$345.43
Kimberly Scott,Brown; Moore and Robertson,Marystad,$1870.27
Brian Davis,Gay Inc,South Kimberly,$581.27
Patricia Trujillo,Bowman-Wood,Matthewside,$270.25
Gregory Mcgrath,Morales Inc,East Ashley,$1009.53
Felicia Delgado,Ramirez-Harris,Port Ryan,$657.35
Patty Bradford,Fleming Group,North Ellenbury,$339.37
Barry Wang,Thomas Group,New Alexandraville,$535.84
Ashley Moses,Kirby Inc,Lamburgh,$786.89
Holly Casey,Bush; Collins and Lee,Christophershire,$1488.94
Kelsey Ramirez,Perry-Kelley,Matthewberg,$840.65
Steven Obrien,Alvarez; Ellis and Flowers,Melanieport,$1158.14
Kimberly Perez,Lara-Barajas,Barnesstad,$833.80
Cathy Mendoza,Miller; Singleton and Morales,Christinabury,$854.83
Mrs. Christina Mcgee,Jordan Inc,Sanchezton,$11.46
Victoria Thompson,Jones Ltd,Lake Willieshire,$1094.42
Courtney Bush,Graham Ltd,Swansonmouth,$923.89
Jordan Marshall,Ray Inc,Joelberg,$2.82
Elizabeth Stone,Gonzalez Inc,South Sonya,$601.09
Brett Tucker,Garcia; Vargas and Coleman,Hernandezmouth,$1138.32
Melvin Cruz,Sanchez; Cruz and Jones,North Joshua,$1736.61
April Wilson,Atkinson-Henderson,South Benjaminton,$1694.42
Wendy Miller,Mcgee-White,Dyerport,$582.89
Anthony Smith,Obrien Inc,Jonesfurt,$60812.43
Nicholas Flowers,Munoz; Davis and Blackwell,Lawrenceburgh,$1675.81
Gregory Hunt,Ball Ltd,Port Gabriel,$1069.87
Theresa Webster,Hunter Inc,Lake Jeffreyberg,$827.80
Zachary Watson,Smith; White and Alexander,North John,$868.86
Dr. Alexis Morales,Ali; Garcia and Warner,Tapiachester,$30.19
Susan Le,Gibson; Miller and Burns,New Claudia,$754.82
William Jordan,Hess-Figueroa,New Kenneth,$317.21
Christina Howard,Anderson; Braun and Riley,Jenniferville,$998.18
Frank Salazar,Rhodes-Young,Howellfort,$365.77
Jeffrey Hill,Lindsey-Gilmore,Lynnfurt,$257.28
Melissa Davis,Sweeney; Thomas and Campbell,North Albertton,$2314.94
Frederick Peterson,Merritt; Jefferson and Tucker,New Michellemouth,$1570.12
Aaron Maxwell,Norris; Barnes and Wilson,North Danielmouth,$990.69
Tracey Foley,Anderson; Allen and Sanchez,Port Jennifer,$374.33
Joshua Graham,Potts; Contreras and Davis,Brandontown,$513.85
Anna Green,Andrade; Mcguire and Perez,Melissaside,$7350.70
Scott Anderson,Taylor PLC,Lisaland,$852.46
Terri Stewart,Butler-Adams,New Jason,$60256.17
Amy Hobbs,Garcia and Sons,Jordanberg,$2004.36
Stephanie Maldonado,Burns-Gomez,South Bonnie,$700.51
Mary Rodriguez,Brown; Young and Mcguire,Jonesport,$759.60
Michael Obrien,Stanton Ltd,Gutierrezstad,$6032.13
Dillon Perry,Mckenzie PLC,New Rickey,$1484.99
Kayla Andrews,Richard; Thomas and Martinez,Curtisbury,$903.36
Brian Jones,Peterson; Brown and Butler,South Kurtport,$2414.69
Kimberly Peterson,Roth; Brown and Reilly,Rachelmouth,$860.16
Steven Wolfe,Hamilton-Cox,Port Andrea,$165.62
Paul Yang,Harrell Group,Lake Markland,$69036.79
Charles Sims,Patel Ltd,Wilsonton,$373.60
Kimberly Jackson,Brown-Whitehead,East Tammyfort,$751.38
Patricia Mueller,Vang PLC,Heatherview,$783.98
Anthony Owens,Dorsey PLC,Chavezfort,$1165.82
Michael Harvey,Pruitt-Rogers,South Bradleyside,$43174.17
Stephanie Cobb,Flores; Stewart and Russell,East Jessicaside,$1947.20
Nicholas Olson,Roberts; Carrillo and Smith,East Courtneychester,$760.95
Jeffrey Gamble,Sweeney-Wright,Billyton,$854.66
Samantha Harris,Daniels-Summers,Smithmouth,$889.02
Mary Beck,Nguyen and Sons,Christianville,$108.53
Alicia Hall,Wolf and Sons,Lake Michaelland,$208.06
Kaitlyn Cummings,Haynes; Nelson and Hernandez,Romeromouth,$39.48
Zachary Gonzales,Taylor; Wyatt and Graham,Keithland,$240.53
William Blankenship,Jones; Shields and Williams,North Robinton,$17.27
Mrs. Christy Jordan,Watkins LLC,Port Cynthiaborough,$950.65
Gregory Nguyen,Ruiz; Carter and Brady,Smithview,$1399.25
Scott Williams,Bradley-Bradley,Lake Amy,$888.68
Jonathan Brown,Townsend; Durham and Green,Johnberg,$640.91
Eric Guzman,Acosta and Sons,Lake Michaelside,$405.20
Mr. Aaron Gibson,Roberts-Stanley,Lake Marybury,$1391.93
Christian Parsons,Turner Ltd,Lisabury,$16843.83
Christine White,Jacobs; Garcia and Ramirez,Denisetown,$549.09
Robert Johnson,Perkins-Nelson,Timothytown,$4.41
Jennifer Barnett,Soto; Clark and Bradshaw,Davisfort,$9859.70
Blake Trujillo,Johnson Ltd,Donnabury,$428.48
Dustin Smith,Alvarado-Wade,West Amy,$2766.37
Brian Clayton,Ramirez Inc,Rebeccaton,$1849.25
Robert Cobb,Hodges-Osborn,Moorechester,$2293.32
Daniel Larson,Lewis; Lester and Campbell,Douglasside,$326.15
Tony Adams,Carter and Sons,North Ariana,$435.88
David Richards,Green Ltd,Kaitlynburgh,$502.73
Michael Brown,Kelly Group,South Kelliton,$279.95
Todd Sampson,Grant; Woods and Macdonald,Smithmouth,$1413.47
Christopher Wallace,Cooper Inc,South Sarahmouth,$1842.78
Aaron Zimmerman,Parker LLC,Lake Toni,$569.81
Jason Arnold,Cook; Jimenez and Wall,New Tricia,$148.67
Sean Hebert,Cortez-Jackson,Jamesbury,$1009.97
Alex Green,Logan and Sons,South Annestad,$496.60
Kayla Palmer,Johnson-Mathews,New Joshuaville,$74949.84
Danny Nguyen,Sanchez; Schultz and Clark,South Zachary,$127.24
Jill Walsh,Simon; Hanson and King,Port Heather,$919.10
Sheri Rivera,Giles; Humphrey and Phillips,Strongfort,$378.34
Brandon Mcbride,Key Group,West Patrickburgh,$916.13
Mr. Michael Smith,Lam Group,Westport,$475.16
Dustin Thomas,Brown; Beck and Lawrence,Andersonville,$795.64
Scott Arnold,Fry-Gardner,New Aliciastad,$336.63
Mr. Gregory Quinn MD,Walker and Sons,New Michaelfort,$223.47
Curtis Leon,Hayes-Reynolds,Velazquezborough,$1054.66
Roger Austin,Chaney and Sons,Lake Beverlychester,$350.20
Susan Jordan,Gordon; Owen and Harris,Turnerbury,$8691.09
Crystal Christensen,Robinson; Berg and Jackson,Port Michaelbury,$6844158.90
Rachel Rhodes,Mcdaniel PLC,New Morgan,$149.89
David Bowen,Webb LLC,Hudsonstad,$46.77
Joseph Ramirez,Williams Ltd,Gordonshire,$2282.90
Catherine Floyd,Wilson-Middleton,New Timothychester,$978.61
Veronica Young,Rosario; Stewart and Harrison,East Meaganshire,$408.76
Adam Hartman,Watkins; Ortega and Cruz,Nunezton,$707.70
Amanda Dean,Shah-Hernandez,Lindaville,$668.86
Tiffany Powell,Andrews Group,South Sydney,$1578.27
Michele Chang,Lynch-Mckenzie,South Seanside,$83.20
Tracy Thompson,Gonzales and Sons,Jessehaven,$1119.59
Theresa Mckinney,Black LLC,Aaronton,$1407.08
Kevin Chandler,Ramirez; Scott and Barton,East Johnchester,$364.00
Shelley Graves,Jackson-Farrell,Lake Sherri,$301.99
Brenda Stanton,Edwards; Chen and Johnson,South Alexandra,$625.71
Juan Roberts,Nolan Inc,Jaclynchester,$1820.94
John Rodriguez,Aguilar-Smith,Pagemouth,$326.67
Alex Williams,Gomez-Bates,Teresaport,$954.92
Cynthia Blair,Smith; Smith and Martinez,South Jasmine,$529.07
Shawn Chen,Marks; Jackson and Gutierrez,Jamesmouth,$991.36
Tyler Smith,Hobbs; Phillips and Hall,Josephville,$808.77
Kelly Taylor,Stephenson Ltd,North Nicholasland,$531.59
Miss Amanda Miller,Jackson-Farrell,New Gabriellaside,$593.66
Shawna Daugherty,Escobar-Mayer,East Ashleyburgh,$566.63
Sarah Freeman,Williams Group,Port Stevenville,$713.61
Kristen Cook,Fields PLC,Hernandezfort,$607.34
Barbara Walker,Leonard; Perez and Carpenter,West Gary,$954.91
John Johnson,Rodriguez PLC,Lake Jamesberg,$272.95
David Larson,Wheeler-Kim,South Patrick,$1584.99
Sherry Daniels,Bray LLC,South Johnnymouth,$186.59
Brandi Gonzalez,Welch Inc,Lake Jade,$336.78
Parker Brown MD,Lester; Griffin and Gonzales,East Nichole,$478.52
Jonathan Hoover,Rodriguez Inc,Aprilburgh,$850.44
John Nelson,Bauer-Farmer,Lake Jennifer,$360.70
Stephanie Lamb,Cabrera; Fitzgerald and Thompson,New Sharonport,$1715.66
Amy Carter,Turner PLC,West Charlesland,$555.48
Renee Mcdowell,Wilkerson Inc,New Katherine,$1943.25
Margaret Kelly,Martinez-Acevedo,Masonview,$165.65
George Castro,Moore-Davis,Mitchellfurt,$197.70
Austin Vasquez,Williams; Robinson and Brooks,South Brittany,$718.57
Ana Wilson,Burke; Shelton and Mcclain,East Joshuaburgh,$143.19
Lisa Garcia,Collins-Maynard,Robbinston,$830.57
Danny Holland,Ortega; Hill and Walls,Lake Brad,$592.88
Mary Sanders,Frost Group,East Hannahburgh,$2232.28
Robin Pace,Suarez-Perry,North Barry,$234.27
Charles Peck,Sweeney Ltd,North Shawnmouth,$1119.09
Samantha Phillips,Crawford; Duncan and Marshall,Lake Zachary,$93.16
Thomas Scott,Boyd-Rivera,Port Renee,$8288.71
Kevin Webb,Young; Hernandez and Herring,South Wesleychester,$768.33
Mary Cervantes,Hernandez; Diaz and Sullivan,Tiffanychester,$555.46
Kimberly Pena,Smith; Boyd and Pierce,New Jason,$1490.20
Jennifer Holland,Freeman LLC,Sarahview,$146.23
Gregory Brewer,Kline PLC,South Nicole,$175.90
Morgan Murphy,Hale; Phillips and Whitehead,Rodriguezberg,$28.01
Rebecca Lee,Palmer-Spencer,North Lisa,$824.98
Emma Webb,Chandler Ltd,West Kevin,$1192.84
Samuel Mullins,Long and Sons,North Samuel,$71426.17
Brenda Gonzalez,Lopez; Mendez and Williams,South Timothyburgh,$633.31
Alexander Webb,Frederick-James,West Destinyhaven,$827.23
Sean Dunn,Harris-Craig,Port Kimberly,$7554.31
Brett Mcclain,Carpenter; Rice and Nelson,Dustintown,$165.25
Erica Garcia,Maldonado-Fisher,East Karenborough,$3724232.82
Travis Cook,Greene Group,Bruceport,$8088.30
Marcus Cook,Palmer; Higgins and Lambert,East Kevinshire,$1221.70
Mr. Joshua Snyder Jr.,Moore-Murphy,West Benjamin,$994.48
Kelsey Zimmerman,Brewer and Sons,West Tony,$886.32
Kimberly Martinez,Davis; Tanner and Ewing,North April,$220.26
Christopher Watson,Cox-Hansen,Lake David,$2073.86
Ricky Porter,Graham; Jones and Fuller,Carolmouth,$1443.33
Michele Martinez,Williams Inc,Smithbury,$2197.11
Javier Moore,Campbell Ltd,North Stevenland,$198.52
Haley Nelson,Hall; Fox and Smith,East Katieberg,$1421.49
Erin Simmons,Stanton LLC,North Jason,$32.49
Steve Perry,Martin and Sons,Port Saraport,$709.51
Jennifer Chang,Davis Inc,Pamelamouth,$105.18
Tricia Greene,Ray Inc,West Dustin,$1929.41
Brandon Phillips,Gay-Fuller,East Brandonshire,$10.23
Amanda Fischer,Howell-Neal,North Laurenport,$1495.48
Jessica Mitchell,Rogers-Brown,Nealborough,$756.38
Scott Singleton,Boone; Lewis and Frazier,Steveberg,$790.01
Allison Melton,Hardy; Martin and Ray,Phillipschester,$643.72
Christine Wood,Mclean-Hendrix,Lake Jennifer,$466.63
Holly Williams,Morales Ltd,Port Emily,$404.95
Mr. Timothy Williams,Patton-Rice,North Alyssaport,$8035.07
Michelle Dixon,Francis PLC,Colonbury,$182.30
Jacob Cantrell,Douglas-Bridges,Jordanville,$1571.85
Craig Reyes,Taylor-Miller,Port Jennyside,$1226.66
Patricia Bryant,Holland; Johnson and Newman,East Holly,$2715.36
Linda Robinson,White; Rogers and Williams,North Kathymouth,$117.76
Cathy Mcintyre,Rosales; Gonzalez and Williamson,North Brian,$411.96
Bobby Parks,Sharp-Mitchell,New Janicefurt,$13.83
Jeremy Walsh,Ellis Ltd,Danielstad,$1895.93
Robert Mcfarland,Morrow LLC,Kimhaven,$1355.37
Allison Wood,Garcia-Paul,South Jessicaville,$1472.77
Francisco Skinner,Baldwin Inc,Port Joshuashire,$819.75
Emily Davis,Duran-White,East Loriview,$1601.01
William West,Hunter; Thompson and Dawson,East Aaronland,$7319.42
Kristina Hernandez,King-Clark,Lake Stevenside,$22.25
David Le,Mcdowell Ltd,North Donald,$831.20
Stacey Lewis,Jordan; Jennings and Ferguson,Parkerfort,$883.25
Jessica Torres,Bond; Torres and Maldonado,Lake Coleberg,$776.71
Jonathan Sanchez,Rice; Romero and Gonzales,Jasonfurt,$690.99
Melissa Olson,Wright LLC,New Amanda,$270.23
Stephen Scott,Bray; Thornton and Young,Hubbardton,$10676.56
Jesus Coleman,Martinez-Allen,Thomasshire,$7230.14
Joseph Sanders,Taylor LLC,West Tiffany,$253.25
Tim Gutierrez,Nelson-Castillo,West Kevin,$324.06
Joanna Oliver,Bass; Bennett and Garcia,North Andrew,$553.92
Sandy Johnson,Thomas Inc,Port Zacharybury,$389.89
Tara Parker,Reeves-Mccoy,Port Veronica,$620.45
Laura Clark,Benjamin; Hill and Williams,Lukechester,$781.46
Mary Lewis,Dennis-Arellano,Bowmanshire,$644.43
Benjamin Rangel,Wright; Tyler and Chavez,North Brady,$2144.89
Jordan Nixon,Grimes-Yang,North Shannonport,$489.47
Richard Hall,Shaffer Inc,Bullockside,$453940.28
Thomas White,Wilson; Kelly and Dixon,Lake Meagan,$672.62
Jaime Coleman,Moore; Gomez and Morton,New Ryan,$375.71
Linda Roberts,Thompson-Dunn,Port Carly,$1223.07
Michael Reyes,Miller-Marshall,Gonzalezside,$1977.92
Eric Gillespie,Riddle Group,South Samantha,$164.12
Becky Flores,Martin; Rivera and Callahan,Jessicachester,$699.25
Robert Hicks,Hines-Alexander,Crystalburgh,$669.54
